"fue","MUE"
"fue 1","MUE 26"
"fue 3","MUE 4"
"fue 9","MUE 10"
"fue 13","MUE 21"
"fue 16","MUE 9"
"fue 18","MUE 36"
"fue 20","MUE 18"
"fue 24","MUE 6"
"fue 25","MUE 15"
"fue 26","MUE 31"
"fue 28","MUE 27"
"fue 29","MUE 29"
"fue 30","MUE 32"
"fue 31","MUE 17"
"fue 34","MUE 34"
"fue 36","MUE 3"
"fue 37","MUE 11"
"fue 40","MUE 24"
"fue 41","MUE 2"
"fue 50","MUE 28"
"fue 52","MUE 1"
"fue 54","MUE 35"
"fue 55","MUE 19"
"fue 56","MUE 20"
"fue 60","MUE 14"
"fue 61","MUE 33"
"fue 67","MUE 23"
"fue 68","MUE 8"
"fue 69","MUE 12"
"fue 72","MUE 16"
"fue 73","MUE 7"
"fue 80","MUE 30"
"fue 82","MUE 22"
"fue 83","MUE 25"
"fue 85","MUE 5"
"fue 87","MUE 13"
