"fue","MUE"
"fue 3","MUE 22"
"fue 4","MUE 28"
"fue 5","MUE 19"
"fue 9","MUE 27"
"fue 11","MUE 29"
"fue 13","MUE 32"
"fue 15","MUE 13"
"fue 17","MUE 36"
"fue 18","MUE 20"
"fue 29","MUE 11"
"fue 30","MUE 35"
"fue 32","MUE 1"
"fue 36","MUE 9"
"fue 39","MUE 15"
"fue 41","MUE 25"
"fue 42","MUE 4"
"fue 43","MUE 2"
"fue 45","MUE 33"
"fue 46","MUE 26"
"fue 47","MUE 24"
"fue 53","MUE 10"
"fue 56","MUE 14"
"fue 57","MUE 8"
"fue 58","MUE 18"
"fue 59","MUE 30"
"fue 60","MUE 3"
"fue 61","MUE 12"
"fue 63","MUE 34"
"fue 70","MUE 21"
"fue 78","MUE 23"
"fue 80","MUE 5"
"fue 81","MUE 7"
"fue 85","MUE 6"
"fue 86","MUE 31"
"fue 88","MUE 16"
"fue 89","MUE 17"
