"fue","MUE"
"fue 1","MUE 7"
"fue 2","MUE 16"
"fue 6","MUE 2"
"fue 10","MUE 30"
"fue 12","MUE 32"
"fue 14","MUE 9"
"fue 17","MUE 28"
"fue 18","MUE 26"
"fue 20","MUE 27"
"fue 22","MUE 18"
"fue 24","MUE 34"
"fue 31","MUE 11"
"fue 33","MUE 8"
"fue 35","MUE 22"
"fue 36","MUE 29"
"fue 39","MUE 4"
"fue 40","MUE 24"
"fue 41","MUE 13"
"fue 42","MUE 20"
"fue 43","MUE 36"
"fue 48","MUE 19"
"fue 51","MUE 35"
"fue 54","MUE 1"
"fue 55","MUE 3"
"fue 58","MUE 25"
"fue 60","MUE 21"
"fue 62","MUE 12"
"fue 63","MUE 14"
"fue 67","MUE 5"
"fue 68","MUE 15"
"fue 69","MUE 6"
"fue 71","MUE 23"
"fue 74","MUE 17"
"fue 75","MUE 31"
"fue 76","MUE 10"
"fue 77","MUE 33"
